date,year,aircraft_type,category,manoeuvre,fit,mac,loc,fio,obstacle,enviro,weather,bird_strike,structural,mechanical,incapacitation,airshow,practice,air_race,demo,demo_prac,flypast,flypast_prac,photo_opp,race_practice,aero_comp,flight_test,military,civilian,formation_team,drone_show,pilot_error,pilot_killed,pilot_injured,crew_kill,crew_inj,pax_kill,pax_inj,spec_kill,spec_inj,pub_kill,pub_inj,para_killed,para_inj,fatalities,casualties,event_name,location,country,remarks,contributing_factor,man_factor,machine_factor,medium_factor,mission_factor,management_factor,continent
2009-07-14,2009,Chengdu J-7GB,Trainer Jet,Aerobatics Unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Day,Yang Cun,China,,,1,0,0,0,0,
2009-07-12,2009,Pitts S-1 ,Sport Aerobatic,Spin,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,Grossostheim,Germany,,,1,0,0,0,0,
2009-07-10,2009,Zivko Edge 540,Sport Aerobatic,Roll Vertical,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tarkio Missouri Airshow,Missouri,USA,,,1,0,0,0,0,
2009-07-09,2009,North American SNJ/T-6,Vintage Trainer Propeller,Roll Vertical,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Wild West Air Fest,Colorado,USA,,,1,0,0,0,0,
2009-07-07,2009,Mikoyan MiG-29 ,Fighter Jet,Fly By High Speed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,Kalemegdan Airshow,Belgrade,Serbia,,,1,0,0,0,0,
2009-07-04,2009,Aero Vodochody L-29 Delfin,Trainer Jet,Roll,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,4th July Tehachapi Fly Over,Tehachapi,USA,,,1,0,0,0,0,
2009-06-05,2009,Extra 300L,Sport Aerobatic,Spin,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Clincini Airshow,Bucharest ,Romania,Rudder lock,,0,1,0,0,0,
2009-05-09,2009,Atkins John RAF 2000,Autogyro,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Bonney Lake Fly In,Washington,USA,,,1,0,0,0,0,
2009-05-03,2009,Handley Page Victor,Vintage Bomber Jet,Taxying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cold War Jets Day,Bruntingthorpe,UK,,,0,0,0,0,0,
2009-04-07,2009,Stampe SV4C,Vintage Trainer Propeller,Engine Start,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Goodwood Breakfast Club,Chichester,UK,,Hand start propeller,0,0,0,0,0,
2009-04-05,2009,Curtiss Wright P-40N Warhawk,Vintage Fighter Propeller,Cuban 8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,New York,USA,,,1,0,0,0,0,
2009-03-12,2009,Tucano T MkI,Trainer Turboprop,Loop,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Yorkshire,UK,,,1,0,0,0,0,
2009-02-25,2009,Pitts Samson,Sport Aerobatic,Loop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Avalon Airshow,Victoria,Australia,,,1,0,0,0,0,
2009-01-21,2009,Hindustan Kiran Mk II ,Trainer Jet,Opposition Pass Barb Wire,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Aero India ,Bidar ,India,,,1,0,0,0,0,
2009-01-19,2009,North American AT-6 Harvard,Vintage Trainer Propeller,Landing,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wings over Wairarapa,Masterton,New Zealand,Groundloop,,1,0,0,0,0,
2008-11-13,2008,North American FJ-4B Fury,Vintage Fighter Jet,Landing,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Blue Angels Homecoming,Florida,USA,,,0,1,0,0,0,
2008-11-02,2008,Avro 504K Replica,Vintage Trainer Propeller,Climbout,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vintage Aviator Fighter Collection,Masterton,New Zealand,,,0,1,0,0,0,
2008-10-31,2008,Ultralight Trainer,Trainer Propeller Ultralight,Loop,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Air International Aviation Exhibition,Kish Island,Iran,,,0,0,0,0,0,
2008-09-24,2008,Soko G-4 Super Galeb,Fighter Jet,Aerobatics Unknown,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Belgrade,Serbia,,,1,0,0,0,0,
2008-09-19,2008,Dassault Mirage IIICZ,Vintage Fighter Jet,Fly By,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Africa Aerospace Expo,Cape Town ,South Africa,,,0,0,1,0,0,
2008-09-07,2008,Cassutt IIIM Racer,Racer,Roll,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,Structural modifications ,0,1,0,0,0,
2008-09-05,2008,Nanchang K-8 Karakoram,Trainer Jet,Aerobatics Unknown,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,Africa Aerospace Expo,Gweru,Zimbabwe,,,0,1,0,0,0,
2008-08-17,2008,Replica Nieuport 24,Vintage Fighter Propeller,Simulated Dogfight ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Rhinebeck Antique AviatIon Airshow,New York,USA,,,1,0,0,0,0,
2008-07-21,2008,BAe Systems Hawk ,Trainer Jet,Break Palm,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jeddah Airshow,Jeddah,Saudi Arabia,,,0,0,1,0,0,
2008-07-13,2008,North American P-51 Mustang,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Flying Legends,Duxford,UK,,,0,1,0,0,0,
2008-06-24,2008,Boeing EF-18 Hornet,Fighter Jet,Takeoff,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royal Netherlands Air Force (RNLAF) Open House,Leeuwaarden,Netherlands,,Preflight Inspection,0,0,0,0,0,
2008-06-13,2008,Schweizer 269C ,Helicopter,Wingover,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Utah,USA,,Density Altitude,1,0,0,0,0,
2008-06-01,2008,Agusta Westland NH-90 ,Helicopter,Wingover,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,3,Vigna di Valle Airshow,Rome,Italy,,,1,0,0,0,0,
2008-05-27,2008,Dornier S-Ray 007,Amphibian,Taxying,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ILA Berlin Airshow,Berlin,Germany,,,0,0,1,0,0,
2008-05-27,2008,Messerschmitt Bf-109 ,Vintage Fighter Propeller,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ILA Berlin Airshow,Berlin,Germany,,,0,1,0,0,0,
2008-05-10,2008,Moravan Zlin 50LX,Sport Aerobatic,Roll,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Modesto Airport Appreciation Day,California,USA,,Buried nose,1,0,0,0,0,
2008-04-27,2008,Supermarine Spitfire,Vintage Fighter Propeller,Landing,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lonestar Flight Museum,Texas,USA,,,0,0,0,1,0,
2008-04-26,2008,Moravan Zlin Z-37A Cmelak,Agricultural,Takeoff,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,15,0,0,0,0,0,1,Kindel Airshow,Eisenach,Germany,,LOC takeoff???,1,0,0,0,0,
2008-03-15,2008,Druine D.31 Turbulent,Experimental Homebuilt,Ribbon Cut ,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,Kent,UK,,,0,0,1,0,0,
2008-03-01,2008,Velocity XL RG + RV-8,Experimental Homebuilt,Landing,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,3,4,EAA Chapter 86 Pancake Breakfast,Florida,USA,,,0,0,0,1,0,
2007-10-05,2007,Wright Flyer Replica,Vintage Light Utility,Turn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102nd Wright Flyer Anniversary,Ohio,USA,,,1,0,0,0,0,
2007-09-15,2007,Hawker Hurricane,Vintage Fighter Propeller,Derry Turn,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Shoreham Airshow,Sussex,UK,,,1,0,0,0,0,
2007-09-14,2007,Cassutt Racer IIIM + Owl OR71,Racer,Air Race,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,,0,0,0,1,0,
2007-09-13,2007,Aero Vodochody L-39 Albatros,Vintage Trainer Jet,Air Race,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,,0,0,1,0,0,
2007-09-11,2007,Rose Peregrine RP-5,Racer,Takeoff,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Reno Air Races,Nevada,USA,,,0,1,0,0,0,
2007-09-07,2007,North American SNJ-2 Texan,Vintage Trainer Propeller,Break Delta,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,NAS Oceana,Virginia,USA,,,0,0,0,0,0,
2007-09-01,2007,Moravan Zlin Z526F,Sport Aerobatic,Opposition Pass Crossover,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,Radom Airshow,Radom ,Poland,,,0,0,0,1,0,
2007-08-08,2007,Extra 300L,Sport Aerobatic,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Santiago,Chile,,,0,0,0,1,0,
2007-07-28,2007,Bulldog Pitts S2S Special,Sport Aerobatic,Downline Roll Snap ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Vectren Dayton Airshow,Ohio,USA,,,1,0,0,0,0,
2007-07-27,2007,North American P-51 Mustang,Vintage Fighter Propeller,Landing,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,EAA Airventure 2007,Oshkosh,USA,,,0,0,0,1,0,
2007-07-14,2007,Techoavia SP-91,Sport Aerobatic,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Ferlach Airshow,Glainach,Austria,,,0,1,0,0,0,
2007-07-14,2007,SAAB Safir 91D,Vintage Light Utility,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ferlach Airshow,Glainach,Austria,,,0,1,0,0,0,
2007-07-13,2007,Fokker D-VII Replica,Vintage Fighter Propeller,Climb after Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Geneseo Airshow 2007,New York ,USA,,,0,1,0,0,0,
2007-07-04,2007,Boeing 75 Stearman,Vintage Trainer Propeller,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Trenton Municipal Airshow,Missouri,USA,,Possible passenger interference?,1,0,0,0,0,
2007-07-01,2007,Lockheed Martin F-16 ,Fighter Jet,Aerobatics Unknown,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Graf Ignatievo ,Bulgaria,,,0,0,1,0,0,
2007-06-29,2007,Boeing Model 75 Stearman,Vintage Trainer Propeller,Stall Turn Stall,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tzaneen Citrazine Airshow,Tzaneen,South Africa,,,0,1,0,0,0,
2007-06-27,2007,Westland EH-101 Merlin,Helicopter,Hover,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,Salthill International Airshow,Galway,Ireland,,,0,1,0,0,0,
2007-06-13,2007,Mil Mi-2 Hoplite,Helicopter,Hover,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sivoricy Airshow,St Petersburg,Russia,,Vortex Ring State,1,0,0,0,0,
2007-05-22,2007,BD-5J,Experimental Homebuilt,Takeoff,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,Sport Aircraft Association Fly in,Perth ,Australia,,first responders burnt,0,1,0,0,0,
2007-05-19,2007,Grumman Ag Cat Grice Modified,Agricultural,Loop,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Fairhope Festival of Flight,Alabama,USA,,,1,0,0,0,0,
2007-05-18,2007,Canadair CT-114 Tutor,Trainer Jet,Inverted Flypast,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,,Montana,Canada,,,0,1,0,0,0,
2007-05-01,2007,Dassault Mirage IIIEA,Fighter Jet,Fly By,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Argentine AF 25th Malvinas Anniversary,Tandil,Argentina,,Weather Mist,0,0,1,0,0,
2007-04-28,2007,Extra 300,Sport Aerobatic,Landing,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Margate Experimental Aircraft Airshow,Natal,South Africa,,,0,1,0,0,0,
2007-04-21,2007,Lockheed Martin F-16,Fighter Jet,Roll Delta Formation,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Barksdale Air Base Open Day,Barksdale,USA,,,0,0,1,0,0,
2007-04-21,2007,Boeing F/A-18 Hornet,Fighter Jet,Formation Rejoin Delta Form up,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,1,1,Beaufort Airshow,South Carolina,USA,,,0,0,0,0,0,
2007-03-16,2007,Aero L-39 Albatros,Vintage Trainer Jet,Cuban 8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Tico Warbirds Airshow,Florida,USA,,Weather,0,0,1,0,0,
2007-03-11,2007,Extra 300L,Sport Aerobatic,Downline Roll ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,General Rodrigues Country Club,Buenos Aires ,Argentina,,,1,0,0,0,0,
2007-02-08,2007,Hindustan HJT-36 Sitara,Trainer Jet,Takeoff,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aero India Exposition,Bangalore,India,,,0,0,0,0,0,
2007-02-02,2007,Hindustan Dhruv ALH,Helicopter,Turn Positioning,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,Aero India ,Karnataka,India,,,1,0,0,0,0,
2007-01-12,2007,Bae Systems Hawk Mk T.1,Trainer Jet,Aerobatics Unknown,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Scampton,UK,,,0,0,0,1,0,
2006-12-07,2006,North American AT-6C Harvard,Vintage Trainer Propeller,Simulated Bombing Run,0,0,0,1,Target Carboard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mojave Airshow,California,USA,,,0,0,0,0,0,
2006-11-29,2006,Grob SPn,Business Utility Jet,High Speed Fly By,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Performance Demo,Matties,Germany,,,0,1,0,0,0,
2006-11-12,2006,McDonnell Douglas F-18F Hornet,Fighter Jet,Landing Rollout,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pensacola Airshow,Pensacola ,USA,,,0,0,0,0,0,
2006-10-14,2006,Extra 300,Sport Aerobatic,Downline Roll ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Culpeper Air Fest,Virginia,USA,,,1,0,0,0,0,
2006-10-04,2006,Extra 300L,Sport Aerobatic,Loop Square,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,14th Annual Tucumacari Rotary Club,New Mexico,USA,,,1,0,0,0,0,
2006-09-30,2006,Replica Scale Fokker DR.1 + Nieuport 17,Vintage Fighters Propeller,Simulated Dogfight WWI,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Bratislava Airshow,Bratislava,Belgium,,,0,0,0,1,0,
2006-09-23,2006,Beechcraft F-33 Bonanza,Light Utility,Takeoff Flipping spectators,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,3,Wings and Wheels Airshow ,Alaska,USA,,,0,0,0,0,0,
2006-09-22,2006,Aero L-29 Delfin,Vintage Trainer Jet,Approach,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Africa Aerospace Expo,Cape Town ,South Africa,,,0,0,0,0,0,
2006-09-10,2006,Yakolev-55,Vintage Trainer Propeller + Sport Aerobatic,Air Race,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Aero Grand Prix,Valetta ,Malta,,Loss of Visual,0,0,0,1,0,
2006-08-27,2006,De Havilland T-55 Vampire,Vintage Trainer Jet,Approach,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Angers Marce Airshow,Angers Marce ,France,,,0,0,0,0,0,
2006-08-26,2006,Yakolev-52,Vintage Trainer Propeller,Taxying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Angers Marce Airshow,Angers Marce ,France,,,0,0,0,0,0,
2006-07-30,2006,Grumman TBM-3 Avenger,Vintage Fighter Propeller,Taxying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,EAA Airventure,Oshkosh,USA,,,0,0,0,0,0,
2006-07-30,2006,Sukhoi Su-24 Fencer,Fighter Jet,Enroute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,Russian Naval Fleet Day,Kanliningrad,Russia,,,1,0,0,0,0,
2006-07-26,2006,Beech C-45 ,Light Utility,Taxying,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EAA Airventure,Oskosh,USA,,,0,0,0,0,0,
2006-07-23,2006,Bolkow BO-105CB-2,Helicopter,Wingover,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aero Festival Vigo,Vigo,Spain,,,1,0,0,0,0,
2006-07-22,2006,Mikoyan MiG-17,Vintage Fighter Jet,Landing Overrun,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Muskegon Airshow,Michigan,USA,,,1,0,0,0,0,
2006-07-21,2006,Mikoyan MiG-29 OVT,Fighter Jet,Landing Short Field,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Royal International Air Tattoo,Fairford,UK,,,1,0,0,0,0,
2006-07-16,2006,Hawker Hunter Mk 58A,Vintage Fighter Jet ,Turn Positioning ,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Hillsboro Airshow,Oregon,USA,,,1,0,0,0,0,
2006-06-24,2006,Lambada,Glider Motorised,Landing,0,0,0,1,Aircraft parked,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tzaneen Citrazine Airshow,Tzaneen,South Africa,,,0,0,0,0,0,
2006-06-18,2006,RV-6A ,Experimental Homebuilt,Break Upwards ,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Illinois Valley Airshow,Illinois,USA,,,0,0,0,1,0,
2006-06-16,2006,Bede BD5-J,Experimental Homebuilt,Fly By,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,Air Show Ottawa,Ottawa,USA,,Asymmetric Flap retraction,0,1,0,0,0,
2006-05-22,2006,Pitts Special S-1,Sport Aerobatic,Aerobatics Unknown,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Manitowoc County Airport Airshow,Wisconsin,USA,,,0,1,0,0,0,
2006-05-20,2006,De Havilland Jet Provost ,Vintage Trainer Jet,Inverted Pass,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RAF Coningsby Families Day,Coningsby ,UK,FOD,Survival equipment not secured,0,1,0,0,0,
